Era,Name,Notes,Length,File Date,Release Date,Type,Streaming,On DSPs,Link(s)
Forever Young,"SAINt JHN - High School Reunion, Prom
(feat. Lil Uzi Vert) (prod. Brandon Finessin & Rok Lusi)","Track 6 on Saint Jhn's album 2020 album While The World Was Burning
Allegedly Uzi was forced to do the feature by Atlantic, MV released shortly after",    3:25,,"Nov 20, 2020",Album,Released on DSPs,Yes,"https://open.spotify.com/track/4dpLZ84qLcJkPJoB5eZEOW?si=64091a3893764f9d
https://www.youtube.com/watch?v=tsvvi0i2Qcc"
Forever Young,"Popp Hunna - Adderall (Corvette Corvette) (Remix)
(feat. Lil Uzi Vert) (prod. Bert Beatz & Cv)","Released as a single by Popp Hunna. Later became track 2 on Popp Hunna's album ""Mud Baby"".",2:56,,"Dec 18, 2020",Feature,Released on DSPs,Yes,https://open.spotify.com/track/1MJP0iypb4krBFdn4wO9b7?si=be5e483cbf404855
Forever Young,"Doe Boy - LOW KEY
(feat. Lil Uzi Vert) (prod. Zay Bans & Cassius Jay)","Released as a single by Doe Boy featuring Lil Uzi Vert. Later became track 19 on Doe Boy's album ""OH REALLY"".",3:09,,"Feb 12, 2021",Feature,Released on DSPs,Yes,https://open.spotify.com/track/1fPYeNbEnfXwCX3bmLpIW2?si=5a12e6ec7eb1494e
Forever Young,"Justin Beiber - There She Go
(feat. Lil Uzi Vert) (prod. Darkchild, KCdaproducer & Marvin Tony Hemmings)","Track 17 on Justin Beiber's album ""Justice (Triple Chucks Deluxe)"".",3:35,,"Mar 26, 2021",Feature,Released on DSPs,Yes,https://open.spotify.com/track/7i2xVGqiF5FBPvLg6PLHX3?si=2f82ef4601254956
Forever Young,"FXXXXY - Yeah Kool
(feat. Lil Uzi Vert) (feat. Supah Mario)",Released as a single.,3:20,,"Apr 2, 2021",Feature,Released on DSPs,Yes,https://open.spotify.com/track/7Kr4CM8SH2JI8Ecz2quate?si=8027cf96033a4b98
Forever Young,"✨ ZillaKami - BADASS
(feat Lil Uzi Vert) (prod. Yung Germ)","Released as a single by ZillaKami with Lil Uzi Vert. Later became track 9 on ZillaKami's album ""DOG BOY"".",3:06,,"Apr 9, 2021",Feature,Released on DSPs,Yes,https://open.spotify.com/track/49KSMJh4teJp40VNJeueja?si=cc72d538708e4c38
Forever Young,"⭐ Young Thug, Gunna & Young Stoner Life - Proud Of You
(feat. Lil Uzi Vert & Yung Kayo) (prod. Bugz Ronin)
(Prada You)","OG Filename: Proud of You (Lil Uzi Vert, Young Thug, Yung Kayo)_M3_eq 04-14
Track #7 on Thug, Gunna and Young Stoner Life's collaborative album ""Slime Language 2"". Was originally a solo Uzi throwaway, from back when he was working on the first iteration of Eternal Atake in 2018. The track might've actually been considered for Uzi's solo project (Forever Young) at first, considering that he previewed it on his famous December, 2020 Instagram Live. But ultimately, the track was given to Thug and YSL Records for their album. The track was reissued as track #15, on the Deluxe for ""Slime Language 2"".",3:32,"Sep 4, 2018
(Uzi)","Apr 16, 2021
Apr 23, 2021",Feature,Released on DSPs,Yes,https://open.spotify.com/track/16eZmQoeajKH8G2nPe2chk?si=323f6822ed6c4646
Forever Young,"Bebe Rexha - Die For a Man
(feat. Lil Uzi Vert) (prod. Jason Gill & Nick Mira)","Released as a single by Bebe Rexha featuring Lil Uzi Vert. Later became track 7 on Bebe Rexha's album ""Better Mistakes"".",2:47,,"Apr 30, 2021",Feature,Released on DSPs,Yes,https://open.spotify.com/track/6qxPykWNMJos87C8atw9bE?si=0d6c9dac1cbf4bfa
Forever Young,"⭐ Internet Money & Gunna - His & Hers
(feat. Don Toliver & Lil Uzi Vert) (prod. Cxdy, Nick Mira, Taz Taylor, Pharaoh Vice & Alec Wigdahl)
(Birkin)","OG Filename: His & Hers (EQ2) - Main (MASTERED MM)
Was released as one leading single for Internet Money's album. Originally only had Gunna and Don, with Uzi adding his verse for the release. The file used was exported on April 12, 2021.",3:44,,"May 13, 2021",Feature,Released on DSPs,Yes,https://open.spotify.com/track/2IePEfMAtqWS6rLXXFZIgI?si=443378d569ea4642
Forever Young,"✨ Juice WRLD - Lucid Dreams (Remix)
(feat. Lil Uzi Vert) (prod. Nick Mira)
(lucid dreams (forget me), Lucid Dreams (Pt. 1), Remember Me)","Track #18 on Juice WRLD's album ""Goodbye & Good Riddance (Anniversary Edition)"". The song was originally sent to Uzi with an open verse, for him to add his contribution. Wouldn't be but a year later, that Uzi actually recorded his verse. Made the same day he recorded his verse for ""Wasted"". Juice originally titled the song as ""Remember Me"", on 2017. The song got leaked, just a few days before its release.",4:00,"Jun 13, 2017
(JW)
May 16, 2018
(Uzi)","May 28, 2021",Feature,Released on DSPs,Yes,https://open.spotify.com/track/1jKlRcH7X78ps1yKBTWyUV?si=80b33da5ad9847a3
Forever Young,"✨ Pi'erre Bourne - Sossboy 2
(feat. Lil Uzi Vert) (prod. Pi'erre Bourne)","Released as a single by Pi'erre Bourne featuring Lil Uzi Vert. Later became track 8 on Pi'erre Bourne's album ""The Life Of Pi'erre 5"".",3:46,,"Jun 9, 2021",Feature,Released on DSPs,Yes,https://open.spotify.com/track/11ZTqD35yHgWHWAr1f5JSZ?si=21523266a32e4c63
Forever Young,"King Kobi - Stay Wita Stick
(feat. Lil Uzi Vert) (prod. CHASETHEMONEY)",Single released by King Kobi on June 30 2020 with a mv on 18 march 2021,3:53,,"Jun 30, 2020",Feature,Released on DSPs,Yes,
Forever Young,"Gucci Mane - I Got It
(feat. Lil Uzi Vert) (prod. Mike WiLL Made-It)","Track 7 of Ice Baby
Cut Song from 1017 vs. The World that released in 2021",2:11,,"Jun 18, 2021",Feature,Released on DSPs,Yes,https://open.spotify.com/track/4nlljRWn0CAZezNmvBGFnr?si=23c6d1c0a30b4c40
Forever Young,"⭐ Tyler, The Creator - JUGGERNAUT
(feat. Lil Uzi Vert & Pharrell Williams) (prod. Tyler, The Creator)","Track 14 on Tyler, The Creator's album ""CALL ME IF YOU GET LOST"".",2:26,,"Jun 25, 2021",Feature,Released on DSPs,Yes,https://open.spotify.com/track/7z4xW9WY86uH3gd1V9pfCM?si=ee4ebe600c0a4c51
Forever Young,"Kidd G - Teenage Dream
(feat. Lil Uzi Vert) (prod. Bonnie Dymond)",Released as a single by Kidd G with Lil Uzi Vert.,2:58,,"Jun 25, 2021",Feature,Released on DSPs,Yes,https://open.spotify.com/track/1P9JOrLMizchG5imSTQqrI?si=75425b0ffaac425e
Forever Young,"✨ NGeeYL - OFF-WHITE
(feat. Lil Uzi Vert) (prod. Akachi)",Released as a single by NGeeYl with Lil Uzi Vert.,2:44,,"Jul 7, 2021",Feature,Released on DSPs,Yes,https://open.spotify.com/track/6WSypNUxnt7YYXQ9iUGRR7?si=bca6bfd3e9464bf6
Forever Young,"Bebe Rexha - Die For a Man (Galantis Remix)
(feat. Lil Uzi Vert) (prod. Jason Gill & Nick Mira)","Released as a remix single by Bebe Rexha featuring Lil Uzi Vert. Originally Track #7 on Bebe Rexha's album ""Better Mistakes"".",2:36,,"Jul 9, 2021",Feature,Released on DSPs,Yes,https://open.spotify.com/track/73sE2IPYKcAvcz4Cd0pe1d?si=4r9sjTSKSRqsZfGbAkb10g
,Pink Tape [V1],,,,,,,,
,Singles & Throwaways,,,,,,,,
Pink Tape [V1],"✨ Demon High
(prod. Pro Logic, Rex Kudo, Don Cannon & Charlie Handsome)","Experimental, rock-styled single, that was released alongside its music video, as a Halloween special. intended to be the lead single for the planned iteration of the Pink Tape at the time (Delta Pink Tape). It's also rumored that it started a new punk-rock version of the album, which ended up getting scrapped on 2022.",3:17,,"Oct 29, 2021",Single,Released on DSPs,Yes,https://open.spotify.com/track/5MAnH0CFbD13INQBsnKI9y?si=ada809a722894330
,Features,,,,,,,,
Pink Tape [V1],"Trippie Redd - Holy Smokes
(feat. Lil Uzi Vert) (prod. Peter Jideonwo, Flansie & sserotonin)","Single released by Trippie Redd featuring Lil Uzi Vert. Later became track 5 on Trippie Redd's album ""Trip At Knight"".",3:01,,"Jul 16, 2021",Feature,Released on DSPs,Yes,https://open.spotify.com/track/5WSYEQSBKIuibgoQTn8eeU?si=d0f8e3a826e5496a
Pink Tape [V1],"Isaiah Rashad - From the Garden
(feat. Lil Uzi Vert) (prod. Kal Banx)","Released as a single by Isaiah Rashad featuring Lil Uzi Vert. Later became track 2 on Isaiah Rashad's album ""The House Is Burning"".",3:09,,"Jul 29, 2021",Feature,Released on DSPs,Yes,https://open.spotify.com/track/4ONKRd9fnjK2olJ3VTFf9G?si=53ef3bc73f4249f0
Pink Tape [V1],"Danny Wolf - Dick in Ha Mouf
(feat. Lil Gotit, Hoodrich Pablo Juan & Lil Uzi Vert) (prod. HEAL & Danny Wolf)
(Got It)",Track 7 on Dark Nights in Paradise by Danny Wolf.,2:06,,"Aug 13, 2021",Feature,Released on DSPs,Yes,https://open.spotify.com/track/7IAKc3no4Pzi1gXrckrmN8?si=4cec9fe9cf67476d
Pink Tape [V1],"✨ YNW Melly - Mind of Melvin
(feat. Lil Uzi Vert) (prod. Mega Beats)","Track 1 on YNW Melly's album ""Just A Matter of Slime"".",3:50,,"Aug 13, 2021",Feature,Released on DSPs,Yes,https://open.spotify.com/track/5xyLeb2q1lxDf7hXKYlC1H?si=882942fd7fe24e1c
Pink Tape [V1],"Belly - Two Tone
(feat. Lil Uzi Vert) (prod. The Weeknd & The ANMLS)","Track #10 on Belly's album ""See You Next Wednesday""",2:44,,"Aug 27, 2021",Feature,Released on DSPs,Yes,https://open.spotify.com/track/4yLjhr9Ww1YHzbCY1t7O4A?si=auwKLwO0QzCB4h98BTW5-Q
Pink Tape [V1],"Meek Mill - Blue Notes 2
(feat. Lil Uzi Vert) (prod. Nick Papz & Xander Linnet)","Released as a single by Meek Mill featuring Lil Uzi Vert. Later became track 14 on Meek Mill's album ""Expensive Pain"".",3:50,"Jull ??, 2021","Sep 1, 2021",Feature,Released on DSPs,Yes,https://open.spotify.com/track/488HG8lR11JswT2YgcWGRB?si=d0ef2e303a704e83
Pink Tape [V1],"iann dior - V12
(feat. Lil Uzi Vert) (prod. Nick Mira, Cxdy & Taz Taylor)","Released as a single by iann dior featuring Lil Uzi Vert. Later became track 3 on iann dior's album ""on to better things"".",2:57,,"Sep 14, 2021",Feature,Released on DSPs,Yes,https://open.spotify.com/track/4ZUNw5tDBZTOqzPEVIYyOy?si=a0978fe81d994e30
Pink Tape [V1],"🗑️ Culture Jam - Thankful
(feat. Lil Uzi Vert) (prod. ​iamBNJMIIN, Eesean Bolden, Clibbo, FaxOnly & Oogie Mane)",Apart of Kawhi Leonard Presents Culture Jam Vol 1,3:14,,"Oct 21, 2021",Single,Released on DSPs,Yes,https://open.spotify.com/track/1MnzfrEHFh4Aj9uc85Rbuc
,"Super geeky
(Collaboration with Yeat)
(1600TR, Pink Lyfë, P!nk Lyfe, 1600twizz)",,,,,,,,
,Features,,,,,,,,
Super geeky,"⭐ Yeat - Big tonka
(feat. Lil Uzi Vert) (prod. Brandon Finessin, aunix & leqn)
(Allah High, Get High As Allah, High As I Like)","Track #21 on Yeat's album ""2 Alivë (Geëk Pack)"". Of course, it likely was on a tracklist for Super geeky at some point, before it was given to Yeat for his album.",3:28,"Mar ??, 2022","Apr 1, 2022",Feature,Released on DSPs,Yes,https://open.spotify.com/track/2aCj4aX6TXFFUn5zTFRH4w?si=dbfe5aef3b764ad5
Super geeky,"✨ Yeat - 3G
(feat. Lil Uzi Vert) (prod. Akachi & Bugz Ronin)
(Hehe, Colorz)","Track #24 on Yeat's album ""2 Alivë (Geëk Pack)"". Was originally a solo track by Uzi, before it was worked by both when they got together to work on Super geeky, and later got released on Yeat's project.",2:51,"Mar ??, 2022","Apr 1, 2022",Feature,Released on DSPs,Yes,https://open.spotify.com/track/3O0XntET8Ee1nFI3rDTwOJ?si=86eac718208a41ae
Super geeky,"✨ Yeat - Flawlëss
(feat. Lil Uzi Vert) (prod. BNYX®)
(2 Rich)","Track #1 off Yeat's EP ""Lyfë"". Samples Gaiea Sanskrit's ""Vedic Love Song"". The intro also samples the viral video from Sharedatbitchlikeapizza, dubbed as ""Black Excellence, “65 Money Chains On My Neck Money On My Kool Aid My Money Sweet Talk To The Money”"". Yeat confessed that he thought he was going to get sued by the guy for using it without permission, but the guy was cool with it in the end.",2:56,"Jan ??, 2022
(Yeat)","Sep 9, 2022",Feature,Released on DSPs,Yes,https://open.spotify.com/track/1a019wP7IdYLexwbmfZPm3?si=0a43b230d8e34154
,Pink Tape [V2],,,,,,,,
,Singles and throwaways,,,,,,,,
Pink Tape [V2],"⭐ Just Wanna Rock
(prod. MCVertt & Synthetic)
(This Ain't What You Want)
[Jersey Club]","Released as a single on Oct 17, 2022, later became track #15 on the Pink Tape.",2:04,"Sep 5-14, 2022","Oct 17, 2022
Jun 30, 2023",Album,Released on DSPs,Yes,https://open.spotify.com/track/4FyesJzVpA39hbYvcseO2d?si=396fc2e8564247b6
Pink Tape [V2],"sped up nightcore - Just Wanna Rock - Sped Up Version
(prod. sped up nightcore, Mcvertt & Synthetic)","Sped up version released before official release, likely uses TikTok snip that blew up and forced Uzi to drop it (but somehow nothing else can these mfs speed up a fucking grail not called watch this please)",1:40,,"Oct 7, 2022",Single,Released on DSPs,Yes,https://open.spotify.com/track/5BDZ8atcxq0QHGn66YwTwh?si=c67d31f8f0374984
,Features,,,,,,,,
Pink Tape [V2],"Lotta Cash Desto - Vegas
(feat. Lil Uzi Vert) (prod. AimOnMyNeck)","Released as a single by Lotta Cash Desto, an artist signed w/ Lil Uzi Vert, with a feature from him too",2:32,,"Feb 2, 2022",Feature,Released on DSPs,No,https://www.youtube.com/watch?v=LsFQjO_z7Mo
Pink Tape [V2],"Mura Masa - bbycakes
(feat. Lil Uzi Vert, PinkPantheress & Shygirl) (prod. Mura Masa)","Single released by Mura Masa with Lil Uzi Vert. Later became track 2 on Mura Masa's album ""demon time"".",2:52,,"Feb 22, 2022",Feature,Released on DSPs,Yes,https://open.spotify.com/track/22PnPdB20lq7wElHkk17oP?si=7bcfd3795c3f4e9d
Pink Tape [V2],"✨ NIGO - Heavy
(feat. Lil Uzi Vert) (prod. Brandon Finessin, AXL Beats & CuBeatz)","Single released by NIGO with Lil Uzi Vert. Later became track #10 on Nigo's album ""I Know NIGO!"".",3:20,"Feb 4, 2021","Mar 18, 2022",Feature,Released on DSPs,Yes,https://open.spotify.com/track/02WDt2eCNOU2mt0DF5w678?si=f5bbf4e0b2ad4abc
Pink Tape [V2],"Pusha T - Scrape It Off
(feat. Lil Uzi Vert & Don Toliver) (prod. Pharrell Williams)","Track 9 off Pusha T's album ""It's Almost Dry"".",2:32,,"Apr 22, 2022",Feature,Released on DSPs,Yes,https://open.spotify.com/track/1dp8aQANyTRKssDeAYPiZe?si=8c28d0c7d39f4be2
Pink Tape [V2],"Pooh Shiesty - Next Up
(feat. Lil Uzi Vert & Gucci Mane) (prod. Astrid & Brandon Finessin)","Single released by Pooh Shiesty featuring Lil Uzi Vert. Later became track 6 off Pooh Shiesty's album ""Shiesty Season: Certified"".",3:13,,"Apr 28, 2022",Feature,Released on DSPs,Yes,https://open.spotify.com/track/0yMsapRVmKnHgGNMpys8vY?si=08a2a94e6be04d5f
Pink Tape [V2],"Desto - Lunchroom
(feat. Lil Uzi Vert) (prod. Hitkidd)","Released as a single by Lotta Cash Desto, would also get music video",3:29,"May ??, 2022","Jun 25, 2022",Feature,Released on DSPs,Yes,"https://www.youtube.com/watch?v=Ka8Sas2M4No
https://music.apple.com/us/album/lunchroom-feat-lil-uzi-vert/1641372401?i=1641372405"
Pink Tape [V2],"Hotboii - Throw In The Towel
(feat. Lil Uzi Vert) [prod. Macfly Beatz]","Originally Solo Uzi titled ""Five Gave Back Eight"" but was given to Hotboii as Track #3 on his album ""Blinded By Death"", with Uzi's verse being re-recorded.",3:29,,"Jul 29, 2022",Feature,Released on DSPs,Yes,https://open.spotify.com/track/2l94QRczQbAB2EIugAS0sA?si=vdHhtLX4RQmEY6NdZ-lf7A
Pink Tape [V2],"Hotboii - Fashion
(feat. Lil Uzi Vert) [prod. Dmajor, 1040 Beats & King Wizard]","Track #10 on Hotboii's album ""Blinded By Death""",2:51,,"Jul 29, 2022",Feature,Released on DSPs,Yes,https://open.spotify.com/track/29xgeqUtLbNTwxLSoLufjF?si=ioQ9t_HSQmGTwlIbehQvuA
Pink Tape [V2],"Guap Tarantino - 100 Round Chopper
(feat. Lil Uzi Vert) (prod. ATL Jacob)
(100 Round Choppas, 100 Round Choppers)","Track 2 on Guap Tarantino's EP ""Europhia"".",3:20,,"Aug 13, 2022",Feature,Exclusive Release,No,https://soundcloud.com/guaptarantino/100-round-chopper-feat-lil-uzi-vert
Pink Tape [V2],"Guap Tarantino - Break Da Pot
(feat. Lil Uzi Vert & YTizzle) (prod. DMC Global & Twysted Genius)
(Break Down Pot)","Track 3 on Guap Tarantino's EP ""Europhia"".",3:24,,"Aug 13, 2022",Feature,Exclusive Release,No,https://soundcloud.com/guaptarantino/break-da-pot-feat-lil-uzi-vert-ytizzle
Pink Tape [V2],"Guap Tarantino - Here To Stay
(feat. Lil Uzi Vert) (prod. Torey Montana)
(For The Win)","Track 5 on Guap Tarantino's EP ""Europhia"".",3:28,"Jun 17, 2020","Aug 13, 2022",Feature,Exclusive Release,No,https://soundcloud.com/guaptarantino/here-to-stay-feat-lil-uzi-vert-prodtorey-montana
Pink Tape [V2],"✨ NAV - Dead Shot
(feat. Lil Uzi Vert) (prod. Pro Logic)","Track 3 on NAV's album ""Demons Protected By Angels"".",3:01,,"Sep 9, 2022",Feature,Released on DSPs,Yes,https://open.spotify.com/track/5CI4P97F6XAwK1kGnFYC0k?si=1a981a516abe4585
Pink Tape [V2],"NAV - Interstellar
(feat. Lil Uzi Vert) (prod. Pro Logic)","Track 12 on NAV's album ""Demons Protected By Angels"".",2:44,,"Sep 9, 2022",Feature,Released on DSPs,Yes,https://open.spotify.com/track/5HRXn4V1qL4CFNizMsFrTy?si=ec0fde714bea4e71
Pink Tape [V2],"Baby Keem - bank account
(feat. Lil Uzi Vert) [prod. Baby Keem, Ojivolta, Soldado, Scott Bridgeway]","Track 10, Disc 2 on Baby Keem's album ""The Melodic Blue (Deluxe)"" ",3:34,,"Sep 10, 2022",Feature,Released on DSPs,Yes,https://open.spotify.com/track/5BvfdAtqZXGbR3Ub1Bejb6?si=43_40fhCT0mOOFqAx96KJw
Pink Tape [V2],"Taylor Gang - 45 Minute Beatdown [V2]
(feat. Wiz Khalifa & Lil Uzi Vert) (prod. Quadwoofer)
(Beat Up)",Track 6 off of 'G Rage' by Taylor Gang. Was leaked as a Wiz Khalifa and Lil Uzi Vert collab months prior.,3:55,,"Oct 28, 2022",Feature,Released on DSPs,Yes,https://open.spotify.com/track/76lykc1uxt2ddtNVZGRZiN
Pink Tape [V2],"skaiwater - miles
(feat. Lil Uzi Vert) [prod. skaiwater & Jdollaprod]",Single released by skaiwater featuring Lil Uzi Vert,2:42,,"Oct 28, 2022",Feature,Released on DSPs,Yes,https://open.spotify.com/track/2WgoeZDxLJvjEvlOupkr8D?si=cXsdPQjRROWhgBec9tHlHw
Pink Tape [V2],"Smino - Pudgy
(feat. Lil Uzi Vert) [prod. Beat Butcha, Childish Major, Chi-Chi & Daoud Anthony]","Track #13 on Smino's album ""Luv 4 Rent""",2:16,,"Oct 28, 2022",Feature,Released on DSPs,Yes,https://open.spotify.com/track/4oebzB09U8UoYtNnS6vTjt?si=MeaTLzClTbi5QZqVLqEgMw
Pink Tape [V2],"Lil Double 0 - Pussy And Drank 
(feat. Lil Uzi Vert) (prod. Akachi)",Track 3 off of 'Walk Down World' by Lil Double 0.,2:32,,"Nov 4, 2022",Feature,Released on DSPs,Yes,https://open.spotify.com/track/1XNqOTLYHqrfswebcBpI0B?si=e9c3bbcd77fa49c9
Pink Tape [V2],"SoFaygo - Stay Awake
(feat. Lil Uzi Vert) [prod. Bakkwoods, Zetra, Rafmade]","Track #5 on SoFaygo's Album ""Pink Heartz (Apple Music Edition)""",3:34,,"Nov 11, 2022",Feature,Released on DSPs,Yes,https://open.spotify.com/track/5k9kxCcae70vUElndjveXT?si=ngbPmLZsQwyMv1U8ZoZSlg
Pink Tape [V2],"Fousheé - spend the money
(feat. Lil Uzi Vert) (prod. Miguel Angeles)",Single released by Fousheé featuring Lil Uzi Vert.,3:19,,"Nov 16, 2022",Feature,Released on DSPs,Yes,https://open.spotify.com/track/41YVTpCekLuRWZn4YpqCAW?si=0e0b5d78472a45e6
,RED & WHITE,,,,,,,,
,RED & WHITE - Initial Singles ,,,,,,,,
RED & WHITE,"✨ SPACE CADET
(prod. Brandon Finessin, Bally, ShaunGoBrazy & ​iamBNJMIIN)","Released on SoundCloud first as a single, and was later then reissued as track #1 on RED & WHITE on DSPs, as a late addition. Was considered for a late 2021 tracklist for the Pink Tape.",2:47,"Jul 8, 2021","Jul 15, 2022
Jul 26, 2022",EP,Released on DSPs,Yes,https://open.spotify.com/track/0kAsyNvkTyVyk5j3AKnlaO?si=b614784812054355
RED & WHITE,"⭐ I KNOW
(prod. Sonny Digital)
(Neck On Froze)","Released on SoundCloud first as a single, and was later then reissued as track #2 on RED & WHITE on DSPs, as a late addition. A mega grail ever since Uzi previewed it on IG. Fans assumed it was a throwaway from the Luv Is Rage 2 sessions, but later turned out it was on an early LIR2 tracklist at one point. Features a different mix than the original version. ",3:12,"Jul 28, 2017","Jul 18, 2022
Jul 26, 2022",EP,Released on DSPs,Yes,https://open.spotify.com/track/5XLJcatQ96h01sMTfxWllA?si=02373205eade4634
RED & WHITE,"✨ HITTIN MY SHOULDER
(prod. Dun Deal)
(King Cobra)","Released on SoundCloud first as a single, and was later then reissued as track #4 on RED & WHITE on DSPs, as a late addition. This track comes from the first iteration of Luv Is Rage 2, from 2016..",2:27,"Sep 26, 2016","Jul 28, 2022
Jul 26, 2022",EP,Released on DSPs,Yes,https://open.spotify.com/track/7uNYvOF7IvXhqjNtdY9Xr2?si=53c9c0be8f9d471a
RED & WHITE,"⭐ FLEX UP
(prod. Maaly Raw)
(Wheelchair)","Released on SoundCloud first as a single, and was later then reissued as track #3 on RED & WHITE on DSPs, as a late addition. This track was also considered for Luv Is Rage 2, since it was on a folder with ideas for the album.",2:48,"Jan 19, 2017","Jul 18, 2022
Jul 26, 2022",EP,Released on DSPs,Yes,https://open.spotify.com/track/4nFHCz2W1v3LgL7X3T0yPg?si=7a314d717cca4ee4
,"RED & WHITE - Released Jul 22, 2022",,,,,,,,
RED & WHITE,"⭐ FOR FUN
(prod. Beat By Jeff)
(Blue Cheese)","Track #5 on RED & WHITE; initially track 1 on streaming. Originally a throwaway from the first iteration of Eternal Atake, it became a huge grail in Uzi's discography, and rightfully became R&W's most popular song. A music video made in 2018, but strangely released on February 9, 2024.",3:08,"Sep 30, 2018","Jul 21, 2022
Jul 22, 2022",EP,Released on DSPs,Yes,https://open.spotify.com/track/1M6fnD0V9ky0N0TVcvbjRN?si=abbd4afc228b4521
