Era,Name,Notes,Length,Release Date,Type,Streaming,Link(s)
!,"Third World Don - Fuck Dat Bitch
(feat. Trippie Redd, Jessy Frank, & D.OZi) (prod. Drush & Cohen Yusha)
(Third World Don)",Contains more features than the one offically released on Third World Don's SoundCloud.,4:02,"Jul 26, 2019",Feature,No,https://www.youtube.com/watch?v=rfeFgZm8K54
!,"!
(prod. Jr. Blender & Diplo)
(Exclamation Mark)",Track 1 on Exclamation Mark.,2:15,"Aug 9, 2019",Album Track,Yes,https://open.spotify.com/track/1RGag4EadiIFceMzVtiVpT?si=3191cec2742d4ed0
!,"Snake Skin
(prod. MTK & Hammad Beats)",Track 2 on Exclamation Mark.,3:06,"Aug 9, 2019",Album Track,Yes,https://open.spotify.com/track/3jdByIcSM5sk4uUrQVC4JU?si=2689a59468eb43aa
!,"Be Yourself
(prod. WondaGurl & OZ)",Track 3 on Exclamation Mark.,3:16,"Aug 9, 2019",Album Track,Yes,https://open.spotify.com/track/3MPu3soFtbM0knK5i81kK3?si=0024be4f5b9f4d1c
!,"I Try
(prod. Chopsquad DJ)",Track 4 on Exclamation Mark. Later to be removed from streaming services for unknown reasons.,2:41,"Aug 9, 2019",Album Track,No,https://www.youtube.com/watch?v=jN6m7em6gpE
!,"They Afraid of You
(feat. Playboi Carti) (prod. G Koop & Chopsquad DJ)","Track 5 on Exclamation Mark. The song was removed because Carti himself later confirmed that he didn’t like the way the song’s mix sounded, and requested it be removed.",2:18,"Aug 9, 2019",Album Track,No,https://imgur.gg/f/CME8Of9
!,"Immortal
(feat. The Game) (prod. MTK & Hammad Beats)",Track 6 on Exclamation Mark.,3:24,"Aug 9, 2019",Album Track,Yes,https://open.spotify.com/track/2EMLOv7kc7f4L8BiPpslIL?si=d0de660b1a3b4b0e
!,"Throw It Away
(prod. OZ, G. Ry & Bryan Yepes)",Track 7 on Exclamation Mark.,2:45,"Aug 9, 2019",Album Track,Yes,https://open.spotify.com/track/3Sg0ultAzNlsxldzGgwY1c?si=3af2da50fe604123
!,"Keep Your Head Up
(prod. Ging & Murda Beatz)",Track 8 on Exclamation Mark.,3:23,"Aug 9, 2019",Album Track,Yes,https://open.spotify.com/track/139C1eNXDfqJ3EFy6SgZAf?si=8d0a048cbaac45b0
!,"RIOT
(prod. Kyle Stemberger & Kd33)",Track 9 on Exclamation Mark.,3:13,"Aug 9, 2019",Album Track,Yes,https://open.spotify.com/track/0z9P0bwiTmIo24JwJFTDYP?si=2f9d3eb3e4da4a2b
!,"Everything BoZ
(feat. Coi Leray) (prod. MTK & Hammad Beats)",Track 11 on Exclamation Mark.,3:25,"Aug 9, 2019",Album Track,Yes,https://open.spotify.com/track/7uWJbF2gmQlcuhLrFnxGsV?si=aeb55003228c4044
!,"Lil Wayne
(prod. Nils & OZ)",Track 13 on Exclamation Mark.,1:42,"Aug 9, 2019",Album Track,Yes,https://open.spotify.com/track/6eVBRZLvCzfAzvAi99mz8f?si=5bab1cb77cf44695
!,"Signing Off
(prod. Staccato)",Track 14 on Exclamation Mark.,2:05,"Aug 9, 2019",Album Track,Yes,https://open.spotify.com/track/5tpR5rNVVTqzfuxPuw5MJK?si=4f787e6e9ce04f65
"18 Album Track(s)
3 Single(s)
6 Feature(s)
6 Music Video(s)
0 Other",A Love Letter To You 4,"(Aug 9, 2019) (Exclamation Mark is released)
(Nov 22, 2019) (A Love Letter To You 4 is released)",,,Other,,
A Love Letter To You 4,"800BABY - 14Hunnid 8Hunnid
(feat. Trippie Redd)","The song was recorded during the ! sessions and released on Youtube on October 25, 2019, then was later taken down.",1:58,"Mar 27, 2019",Feature,No,"https://open.spotify.com/track/1rQlgLSOBUWmGKKIbcLc0F?si=1733e1eca9f74ac8
https://pillows.su/f/c666660ddb7c6ed6c53f3df3d9dd4e00"
A Love Letter To You 4,"PB TROPP - Not Mariah
(feat. Trippie Redd, Goldie14 & Solider Kidd) (prod. OZ)",Released on PB TROPP’s SoundCloud; he handles the first two verses.,3:37,"Aug 19, 2019",Feature,No,https://www.youtube.com/watch?v=Q7gUZzv2Yyo
A Love Letter To You 4,"Snake Skin [Music Video]
(prod. MTK & Hammad Beats)","Official music video for track 2 on ! with a guest apperance from Coi Leray, released on the Lyrical Lemonade channel, directed by Cole Bennett.",3:11,"Sep 20, 2019",Other,No,https://www.youtube.com/watch?v=YeRrpG7fi2s
A Love Letter To You 4,"iann dior - gone girl [Music Video]
(feat. Trippie Redd) (prod. Pearl Lion, Pharaoh Vice & Nick Mira)","Official music video for track 3 on Industry Plant, directed by Andy Hines.",2:27,"Oct 2, 2019",Other,No,https://www.youtube.com/watch?v=vx4Sh4IPEcM
A Love Letter To You 4,"iann dior - gone girl [Director's Cut]
(feat. Trippie Redd) (prod. Pearl Lion, Pharaoh Vice & Nick Mira)","Official director's cut music video for track 3 on Industry Plant, directed by Andy Hines.",4:34,"Oct 15, 2019",Other,No,https://www.youtube.com/watch?v=Qa6biF8zdIU
A Love Letter To You 4,"! [Music Video]
(prod. Jr. Blender & Diplo)
(Exclamation Mark)","Official music video for track 1 on !, directed by Matt Keane.",4:02,"Oct 16, 2019",Other,No,https://www.youtube.com/watch?v=lKxQMVUz4QQ
A Love Letter To You 4,"Love Me More
(prod. Taz Taylor & Nick Mira)",Track 4 on A Love Letter To You 4. The lead single of the project.,2:23,"Nov 1, 2019",Single,Yes,https://open.spotify.com/track/3sDyGrpProusVfcccFLAHq?si=c93372ba74174d93
A Love Letter To You 4,"Love Me More [Music Video]
(prod. Taz Taylor & Nick Mira)","Official music video for track 4 on A Love Letter To You 4, directed by James Mackel, director of photography being Ian Quill, produced by Jimmy Regular and Emily Hillgren, written by James Mackel and Grant Duncan, creative director being Aidan Cullen, AD being Dylan McGale, edited by Alex Crosby and James Mackel, colorist being Bryan Smaller, steadicam operator being Nick Serabyn, styled by Danasia Sutton, and makeup artist being Taylour Chanel.",2:50,"Nov 1, 2019",Other,No,https://www.youtube.com/watch?v=kG545zy2eUs
A Love Letter To You 4,"Buddah Bands & Chris King - B - Hive
(feat. Trippie Redd) (prod. RyoTheGhoul)",Track 2 on BUDDAH SNOT.,3:37,"Nov 6, 2019",Feature,Yes,https://open.spotify.com/track/52FbdnhhxHFAAOggqjoFwB?si=5868a8cc0e4a442c
A Love Letter To You 4,"Lil Mosey - Never Scared
(feat. Trippie Redd) (prod. Royce David)",Track 13 on Certified Hitmaker.,3:02,"Nov 8, 2019",Feature,Yes,https://open.spotify.com/track/2kjDVrLtHosLRNXtmihIjQ?si=347b990ddcde482d
A Love Letter To You 4,"Death
(feat. DaBaby) (prod. TWhy & DJ Paul)",Track 14 on A Love Letter To You 4. The second single of the project.,2:52,"Nov 12, 2019",Single,Yes,https://open.spotify.com/track/6l45AMUGFsx0yZ2rxnzrKA?si=0f81e334e0bf4c79
A Love Letter To You 4,"Cuban Doll - Oh Wow
(feat. Trippie Redd) (prod. Thrax Productions)",Track 8 on Savage Life.,3:18,"Nov 15, 2019",Feature,Yes,https://open.spotify.com/track/1VCnb1OMj2o7BeEr2eRJTi?si=4aefc46081824353
A Love Letter To You 4,"Who Needs Love
(prod. Igor Mamet & Angel López)",Track 2 on A Love Letter To You 4. The third single of the project.,2:38,"Nov 19, 2019",Single,Yes,https://open.spotify.com/track/7qtzFO7XuvNiSp5Xn7juqZ?si=66a4a925e8e1442e
A Love Letter To You 4,"Leray
(prod. Igor Mamet & Xeryus)",Track 1 on A Love Letter To You 4.,2:02,"Nov 22, 2019",Album Track,Yes,https://open.spotify.com/track/3sitsgJXmK6cKT0XkfXuJ9?si=98c9838212de41eb
A Love Letter To You 4,"Love Sick
(prod. Hammad Beats & FRANKIEONTHEGUITAR)",Track 3 on A Love Letter To You 4.,2:57,"Nov 22, 2019",Album Track,Yes,https://open.spotify.com/track/1INSWMYtmspMiOxhqid5Z3?si=284d599d7a254a4e
A Love Letter To You 4,"Real Feel
(prod. Igor Mamet, Todd Pritchard & Angel López)",Track 5 on A Love Letter To You 4.,4:18,"Nov 22, 2019",Album Track,Yes,https://open.spotify.com/track/0R3e9XjjV2NY1ircKqZ4oR?si=4092ea3692aa4a65
A Love Letter To You 4,"This Ain't That
(feat. Lil Mosey) (prod. Chopsquad DJ)",Track 6 on A Love Letter To You 4.,3:27,"Nov 22, 2019",Album Track,Yes,https://open.spotify.com/track/1ATuaGdb7I8LfTZl3qai99?si=d0c48fb8951c40ff
A Love Letter To You 4,"6 Kiss
(feat. Juice WRLD & YNW Melly) (prod. Cavu, Taz Taylor & Nick Mira)",Track 7 on A Love Letter To You 4.,3:19,"Nov 22, 2019",Album Track,Yes,https://open.spotify.com/track/0Y3OJ2TBul2Xn1w8o2WXAy?si=55ecff6d78714ff4
A Love Letter To You 4,"Til The End of Time
(prod. Pearl Lion & KC Supreme)",Track 8 on A Love Letter To You 4.,2:54,"Nov 22, 2019",Album Track,Yes,https://open.spotify.com/track/6AJwyS0aHhOAFDb6EbXlG5?si=fe3363a4f8fc4845
A Love Letter To You 4,"U Deserve It
(feat. Chris King & Quan'ta) (prod. Igor Mamet, SephGotTheWaves & ​star boy)",Track 9 on A Love Letter To You 4.,4:04,"Nov 22, 2019",Album Track,Yes,https://open.spotify.com/track/46lcbeqMIGxsfFoSqpA4RM?si=19915fd690b141e1
A Love Letter To You 4,"Hate Me
(feat. Youngboy Never Broke Again) (prod. Cujo, CheetoTheHero, StolenCable & Icy Chill Out)",Track 10 on A Love Letter To You 4.,2:24,"Nov 22, 2019",Album Track,Yes,https://open.spotify.com/track/2QlZzBN9VYEzc9atUG3Qvq?si=1c88e361b803415a
A Love Letter To You 4,"All For Me
(feat. Smokepurpp) (prod. Bans & Stunner Samples)","Track 11 on A Love Letter To You 4. The song was later re-released on Smokepurpp's project ""Deadstar 2""",2:44,"Nov 22, 2019",Album Track,Yes,https://open.spotify.com/track/2zRdTb8nMbvLW6KiBmjy9p?si=c8f5a78df8574c8d
A Love Letter To You 4,"Sickening
(feat. Tory Lanez) (prod. Mario Petersen, Kzuni & Chopsquad DJ)",Track 12 on A Love Letter To You 4.,3:13,"Nov 22, 2019",Album Track,Yes,https://open.spotify.com/track/1K7dS2Rfr9kk61ja6Y172Q?si=748a74d39c7a4b8a
A Love Letter To You 4,"The Grinch
(prod. Pi’erre Bourne)",Track 13 on A Love Letter To You 4.,1:31,"Nov 22, 2019",Album Track,Yes,https://open.spotify.com/track/2VKHWIONh47ntN7wyoSxEQ?si=543b29acb5fb4beb
A Love Letter To You 4,"RMP
(prod. Pi’erre Bourne)
(Richard Millie Plain)",Track 15 on A Love Letter To You 4.,2:09,"Nov 22, 2019",Album Track,Yes,https://open.spotify.com/track/4iwLEUdS70nrVsUw74Jr30?si=17215ec6847c48b8
A Love Letter To You 4,"M's
(feat. Lil Yachty & Pi'erre Bourne) (prod. Pi’erre Bourne)",Track 16 on A Love Letter To You 4.,1:53,"Nov 22, 2019",Album Track,Yes,https://open.spotify.com/track/45c2xmZheRB1UfZC9sL4E4?si=850effd785c24cc0
A Love Letter To You 4,"Bust Down Deux
(feat. Youv Dee) (prod. Skuna)
(Bust Down 2)",Track 17 on A Love Letter To You 4.,2:15,"Nov 22, 2019",Album Track,Yes,https://open.spotify.com/track/2ymCASxKAwKoTemhxyyWG5?si=a52986515be948f9
A Love Letter To You 4,"The Jungle Book
(feat. Lil Wop) (prod. Murda Beatz)",Track 18 on A Love Letter To You 4.,2:39,"Nov 22, 2019",Album Track,Yes,https://open.spotify.com/track/1mHKrQRbFobG1cRwfzr245?si=42471efd0e6e4c3f
A Love Letter To You 4,"Chosen
(prod. Bobby Raps & Wheezy)",Track 19 on A Love Letter To You 4.,3:04,"Nov 22, 2019",Album Track,Yes,https://open.spotify.com/track/74uHfgysiI5vq2mYwWnALg?si=16054e5f42f04906
A Love Letter To You 4,"Abandoned
(feat. Mariah The Scientist) (prod. Taz Taylor & Nick Mira)",Track 20 on A Love Letter To You 4.,4:00,"Nov 22, 2019",Album Track,Yes,https://open.spotify.com/track/5dAU3jSjRFajveEVbQPpkN?si=5f0643283ab64bd1
A Love Letter To You 4,"Can You Rap Like Me, Pt. 2
(feat. Chris King) (prod. P. Soul)",Track 21 on A Love Letter To You 4.,2:12,"Nov 22, 2019",Album Track,Yes,https://open.spotify.com/track/1FQ73aHLwOMaRkhbB0sb8t?si=4fae3ddb67c34e44
A Love Letter To You 4,"Who Needs Love [Music Video]
(prod. Igor Mamet & Angel López)","Official music video for track 2 on A Love Letter To You 4, features minor vocal differences compared to the streaming version, directed by Aidan Cullen.",2:38,"Nov 22, 2019",Other,No,https://www.youtube.com/watch?v=WuSMyJZs7qk&rco=1
A Love Letter To You 4,"XXXTENTACION - bad vibes forever
(feat. Trippie Redd & PnB Rock) (prod. John Cunningham)","Track 4 on Bad Vibes Forever.
The Song Was Put-Together Posthumously.",2:30,"Nov 22, 2019",Feature,Yes,https://open.spotify.com/track/69dXVFCMiz3SL1L7M24NdX?si=d336f66093374b9c
"6 Album Track(s)
2 Single(s)
6 Feature(s)
8 Music Video(s)
2 Other",A Love Letter To You 4 (Deluxe),"(Nov 22, 2019) (A Love Letter To You 4 is released)
(Feb 21, 2020) (A Love Letter To You 4 (Deluxe) is released)",,,Other,,
A Love Letter To You 4 (Deluxe),"XXXTENTACION - bad vibes forever [Music Video]
(feat. Trippie Redd & PnB Rock) (prod. John Cunningham)","Official music video for track 4 on Bad Vibes Forever, directed by Eif Rivera.
The Music Video Was Put-Together Posthumously.",2:42,"Dec 5, 2019",Other,No,https://www.youtube.com/watch?v=LIgg0hBBNPM
A Love Letter To You 4 (Deluxe),"Love Me Till I'm Dead
(prod. Honorable C.N.O.T.E.)",Track 2 on RGB 3.,1:50,"Dec 18, 2019",Other,No,https://soundcloud.com/ethikainc/love-me-till-im-dead?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing
A Love Letter To You 4 (Deluxe),"The Grinch [Music Video]
(prod. Pi’erre Bourne)","Official music video for track 13 on A Love Letter To You 4, directed by William Child.",2:52,"Dec 19, 2019",Other,No,https://www.youtube.com/watch?v=dc_Ulob124c
A Love Letter To You 4 (Deluxe),"Lil Mosey - Never Scared [Music Video]
(feat. Trippie Redd) (prod. Royce David)",Official music video for track 13 on Certified Hitmaker.,3:18,"Jan 7, 2020",Other,No,https://www.youtube.com/watch?v=Tk62rcfh_IA
A Love Letter To You 4 (Deluxe),"Moon Walker [Music Video]
(prod. Daysix & ​star boy)","Alternate version released as music video on an alternate YouTube account from Trippie, later being deleted.",1:55,"Jan 15, 2020",Other,No,https://www.youtube.com/watch?v=5F2-pAwunPI
A Love Letter To You 4 (Deluxe),"Kodie Shane - NO RAP KAP [Music Video]
(feat. Trippie Redd) (prod. Nik D & OZ)",Official music video for track 1 on BLOOMING VOL. 1.,3:35,"Jan 17, 2020",Other,No,https://www.youtube.com/watch?v=g9WG-zlOayM
A Love Letter To You 4 (Deluxe),"Kodie Shane - NO RAP KAP
(feat. Trippie Redd) (prod. Nik D & OZ)",Track 1 on BLOOMING VOL. 1.,3:35,"Jan 17, 2020",Feature,Yes,https://open.spotify.com/track/2sIottAN4ZxxxlaZAh0oxR?si=4ef49396b16c44f3
A Love Letter To You 4 (Deluxe),"Goldie - True Story
(feat. Trippie Redd)",Track 4 on Fuck Goldie EP.,2:55,"Jan 17, 2020",Feature,Yes,https://open.spotify.com/track/60tPY0cCEd3kFeDkF7XIDg?si=9e0aa72dd991481e
A Love Letter To You 4 (Deluxe),"Narvo - Trappin'
(feat. Trippie Redd) (prod. Pi’erre Bourne)",Track 8 on NARVO EP.,2:04,"Jan 21, 2020",Feature,No,https://soundcloud.com/narvo1/trappin-feat-trippie-redd
A Love Letter To You 4 (Deluxe),"KSI - Wake Up Call [Music Video]
(feat. Trippie Redd) (prod. Dez Wright, Mally Mall & S-X)","Official music video for track 7 on Dissimulation, directed by Nayip Ramos and produced by Asher Brown.",5:21,"Jan 31, 2020",Other,No,https://www.youtube.com/watch?v=a2KRXcwOeVM
A Love Letter To You 4 (Deluxe),"Flash Gottii - Paper Chase [Music Video]
(feat. Trippie Redd) (prod. Luke Herbert)",Official music video for track 1 on 2020 Vision.,3:16,"Jan 31, 2020",Other,No,https://www.youtube.com/watch?v=VT0IovRSlh4
A Love Letter To You 4 (Deluxe),"Flash Gottii - Paper Chase
(feat. Trippie Redd) (prod. Luke Herbert)",Track 1 on 2020 Vision.,2:48,"Jan 31, 2020",Feature,Yes,https://open.spotify.com/track/6VW9POKclkRHv5bzyRw17c?si=d5d58bed5e5343de
A Love Letter To You 4 (Deluxe),"Cheat Codes - No Service In The Hills
(feat. Trippie Redd, blackbear, PRINCE$$ ROSIE) (prod. Jonas Jeberg & Trevor Dahl)","Track 10 on HELLRAISERS, Part 2.",2:33,"Jan 31, 2020",Feature,Yes,https://open.spotify.com/track/0CmoisdB4maBgLV5MajnL4?si=05182924ebec4447
A Love Letter To You 4 (Deluxe),"KSI - Wake Up Call
(feat. Trippie Redd) (prod. Dez Wright, Mally Mall & S-X)",Track 7 on Dissimulation.,2:55,"Jan 31, 2020",Feature,Yes,https://open.spotify.com/track/3rqZkyN2hRLwF17HqxsU1q?si=4dc1bf402f144716
A Love Letter To You 4 (Deluxe),"YELL OH
(feat. Young Thug) (prod. Pi’erre Bourne)",Track 3 on A Love Letter To You 4 (Deluxe). The lead single of the project.,3:58,"Feb 7, 2020",Single,Yes,https://open.spotify.com/track/1x3T0zhn84eXhWUrkFjOEo?si=7dfa5a7fdc824ce5
A Love Letter To You 4 (Deluxe),"The Way
(feat. Russ) (prod. Igor Mamet, Angel López)",Track 2 on A Love Letter To You 4 (Deluxe). The second single of the project.,4:03,"Feb 19, 2020",Single,Yes,https://open.spotify.com/track/1TPJLhczCukLi5CwqwjWfj?si=65c55eb38f564de9
A Love Letter To You 4 (Deluxe),"Diplo - Wish [Alternate Music Video]
(feat. Trippie Redd) (prod. Boaz van de Beatz, Wyatt Sanders & Diplo)","An old alternate music video for the song Wish most likely recorded around mid 2017, containing a new mix.",3:01,"Feb 20, 2020",Other,No,https://www.youtube.com/watch?v=VkskQ3ZLpHk
A Love Letter To You 4 (Deluxe),"I Love You
(feat. Chance The Rapper) (prod. Shadxw & Nick Mira)",Track 1 on A Love Letter To You 4 (Deluxe).,3:49,"Feb 21, 2020",Album Track,Yes,https://open.spotify.com/track/6qEbKsvhAQjV3GfSGn1A8K?si=34d65c1723d74a04
A Love Letter To You 4 (Deluxe),"How I Was Raised
(feat. Lil Tecca) (prod. Taz Taylor, Repko & Nick Mira)",Track 4 on A Love Letter To You 4 (Deluxe).,2:49,"Feb 21, 2020",Album Track,Yes,https://open.spotify.com/track/5vS9EOqLbCJ61lt2cFgFov?si=0a13ed6b6641429b
A Love Letter To You 4 (Deluxe),"OTF KNIGHTMARE
(feat. Lil Durk & G Herbo) (prod. Pi’erre Bourne)",Track 5 on A Love Letter To You 4 (Deluxe).,2:36,"Feb 21, 2020",Album Track,Yes,https://open.spotify.com/track/2h0bdruDgFzsMwojzSDlQ7?si=2bfa95e8c7bc468f
A Love Letter To You 4 (Deluxe),"Even Steven [V1]
(prod. Pi’erre Bourne)",Track 6 on A Love Letter To You 4 (Deluxe).,2:19,"Feb 21, 2020",Album Track,Yes,https://open.spotify.com/track/4qYM3Hr6iYXzjfgcnH0n4T?si=ba411fb30a0e4176
A Love Letter To You 4 (Deluxe),"Even Steven [V2]
(prod. Pi’erre Bourne)",A version of the song without the Kazoo Kid sample. It replaced the original version for a while until it came back on streaming services.,2:08,"Feb 21, 2020",Other,No,https://pillows.su/f/827fe7358420dd36dca6304f58ba15fc
A Love Letter To You 4 (Deluxe),"Amazinggg
(feat. Sahbabii) (prod. Pi’erre Bourne)",Track 7 on A Love Letter To You 4 (Deluxe).,2:02,"Feb 21, 2020",Album Track,Yes,https://open.spotify.com/track/3wXUvZfW6gHWYIDm7Rc6Ux?si=f294b0fd78a941ed
A Love Letter To You 4 (Deluxe),"Koi
(prod. WE ARE THE STARS)",Track 8 on A Love Letter To You 4 (Deluxe).,2:38,"Feb 21, 2020",Album Track,Yes,https://open.spotify.com/track/1hK6z0rmJ56XcTzzRy6dpj?si=f57c54b38f2f406d
"25 Album Track(s)
4 Single(s)
42 Feature(s)
14 Music Video(s)
0 Other","Pegasus
(Voodoo Child)","(Feb 21, 2020) (A Love Letter To You 4 (Deluxe) is released)
(Oct 30, 2020) (Pegasus is released)",,,Other,,
Pegasus,"Hendoo - Gotta Go
(feat. Trippie Redd & Boo Cash)",March 2020 feature.,3:25,"Mar 1, 2020",Feature,No,https://soundcloud.com/hinduu/gotta-go-ft-trippieredd-boocash?si=2e7ce790e3824592a1cf7cedd80b7b87&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing
Pegasus,"Sunny 2point0 - Star Power
(feat. Trippie Redd) (prod. star boy)","Track 11 on Been Boomin.
Upon debuting a snippet of the song on Instagram, which has since been deleted, Trippie received backlash due to his vocal performance sounding similar to those of his collaborator Playboi Carti, with many believing it was a feature.
Particular criticism was aimed at Trippie for the beginning of his verse, where he raps about having “popped a molly” in an extremely similar cadence to Carti’s baby voice on his unreleased song “Not Real/Molly.”",3:33,"Mar 29, 2020",Feature,Yes,https://open.spotify.com/track/3W0QNaavDgmwZDqfTtYEY8?si=94c2279870144cb4
Pegasus,"AYLEK$ - Lights Out
(feat. Trippie Redd & Lil Yachty)",Released on AYLEK$'s SoundCloud.,3:18,"Mar 29, 2020",Feature,No,https://soundcloud.com/ayleks_angvish_ayleks24/lights-out-ft-lil-yachty-trippie-redd?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing
Pegasus,"BigSmokeChapo - All Redd
(feat. Trippie Redd) (prod. Slice)",Track 9 on .357 Smoke.,2:55,"Mar 31, 2020",Feature,Yes,https://open.spotify.com/track/3mZm5cXUx4y3XUJZf3Tvl7?si=a3371234a51a4313
Pegasus,"Fijimacintosh - SMALLER THAN GOD
(feat. Trippie Redd) (prod. DP Beats)","The song was uploaded to Fiji’s SoundCloud on April 1, 2020, and then taken down hours later. It is unknown why it was taken down or whether this song will ever be officially re-released.",3:00,"Apr 1, 2020",Feature,No,https://soundcloud.com/trippie-redd-fiji/smaller-than-god-feat-fijimacintosh-prod-dp-beats?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing
Pegasus,"YELL OH [Music Video]
(feat. Young Thug) (prod. Pi’erre Bourne)","Official music video for track 3 on A Love Letter To You 4 (Deluxe), directed by William Child.",4:05,"Apr 8, 2020",Other,No,https://www.youtube.com/watch?v=lzUhFR30VhU
Pegasus,"MASN - Psycho! (Remix)
(feat. Trippie Redd) (prod. Taylor King)",Track 7 on How to Kill a Rockstar.,2:39,"Apr. 15, 2020",Feature,Yes,https://open.spotify.com/track/3H2XRBhgSShmlFL7xYTIkC?si=75bcf38edbc34b29
Pegasus,"Cheat Codes - No Service In The Hills [Music Video]
(feat. Trippie Redd, blackbear, PRINCE$$ ROSIE) (prod. Jonas Jeberg & Trevor Dahl)","Official music video for track 10 on HELLRAISERS, Part 2, directed by Bella Thorne, starring Prince$$ Rosie, Trevor Dahl, Matthew Russell, Logan Paul, Mike Majlak, Stefani Gurzanski, Shelby Harmon, Oana Gregory, blackbear, and Trippie Redd.",6:49,"Apr 16, 2020",Other,No,https://www.youtube.com/watch?v=UykgkUFRH9o
Pegasus,"Chris King - KEEP IT 1400
(feat. Trippie Redd) (prod. StevenJavier & 12Hunna)",Track 9 on SNEEZE!.,2:11,"Apr 21, 2020",Feature,No,https://soundcloud.com/chriskingsoundcloud/keep-it-1400-prod-by-12hunna-chris-king-ft-trippie-redd?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing
Pegasus,"Rarri - She broke my heart
(feat. Trippie Redd) (prod. Stoopid Lou & fD)",Track 3 on Universe 444.,3:49,"Apr 23, 2020",Feature,Yes,https://open.spotify.com/intl-fr/track/33620YvLotl4s3ocTdvhfm?si=8f2f26e8b41a4683
